

2.11.2022-2:21:55 -- Event - program started

2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:8 -- Error - Input/output error



2.11.2022-2:37:9 -- Error - Input/output error



2.11.2022-2:37:9 -- Error - Input/output error



2.11.2022-2:37:9 -- Error - Input/output error



2.11.2022-2:37:9 -- Error - Unknown error



2.11.2022-2:37:9 -- Error - Unknown error



2.11.2022-2:37:9 -- Error - ******************End SnapShot******************



2.11.2022-2:37:11 -- Error - ******************Start SnapShot****************



2.11.2022-2:37:11 -- Error - Unknown error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:11 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Input/output error



2.11.2022-2:37:12 -- Error - Unknown error



2.11.2022-2:37:12 -- Error - ******************End SnapShot******************



2.11.2022-2:37:14 -- Error - ******************Start SnapShot****************



2.11.2022-2:37:14 -- Error - Unknown error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:14 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error



2.11.2022-2:37:15 -- Error - Input/output error
